,id,date,code,name,status,holding_nav,holding_volume,holding_money,holding_gain,history_gain,total_cash_dividend,total_fee,account,category1,category2,category3,categoryId
107,,2020-03-23,501021,华宝香港中小,买入,1.3403,1026.71,1376.12,0.0,0.0,0.0,1.37,螺丝钉母,海外新兴,香港,香港中小,213
108,,2020-03-30,006327,易方达中概互联50ETF联接人民币A,买入,1.1598,378.03,438.44,0.0,0.0,0.0,0.53,螺丝钉母,海外新兴,海外互联,海外互联网,221
109,,2020-03-30,164906,交银中证海外中国互联网指数,买入,1.1987,215.44,258.25,0.0,0.0,0.0,0.31,螺丝钉母,海外新兴,海外互联,海外互联网,221
110,,2020-03-23,040046,华安纳斯达克100指数,买入,2.2919,111.78,256.19,0.0,0.0,0.0,0.3,螺丝钉母,海外成熟,美国,纳斯达克,312
111,,2020-03-30,161128,易方达标普信息科技,买入,1.6817,57.97,97.49,0.0,0.0,0.0,0.12,螺丝钉母,海外成熟,美国,信息科技,315
112,,2019-04-09,501050,华夏上证50AH优选指数,买入,1.2891,62.09,80.04,0.0,0.0,0.0,0.12,螺丝钉父,A 股,大盘股,50AH,112
113,,2020-03-30,519671,银河沪深300价值指数,买入,1.4259,1454.39,2073.77,0.0,0.0,0.0,2.53,螺丝钉父,A 股,大盘股,300价值,114
114,,2019-12-06,310398,申万菱信沪深300价值指数,分额,1.4372,25.8,37.08,2.7,0.0,2.7,0.05,螺丝钉父,A 股,大盘股,300价值,114
115,,2020-03-30,530015,建信深证基本面60ETF联接A,买入,2.1246,456.18,969.22,0.0,0.0,0.0,1.49,螺丝钉父,A 股,大盘股,基本面60,115
116,,2019-12-03,070023,嘉实深证基本面120联接,买入,1.7966,492.58,884.98,0.0,0.0,0.0,0.94,螺丝钉父,A 股,大盘股,基本面120,116
117,,2020-02-18,003318,景顺长城中证500低波动,买入,0.9401,1697.75,1596.07,0.0,0.0,0.0,1.91,螺丝钉父,A 股,中小盘股,500低波动,122
118,,2020-03-16,090010,大成中证红利指数,买入,1.6508,1210.44,1998.25,40.77,0.0,40.77,2.45,螺丝钉父,A 股,红利价值,中证红利,131
119,,2019-12-10,000968,广发中证养老,买入,0.9599,390.82,375.15,0.0,0.0,0.0,0.44,螺丝钉父,A 股,行业股,养老产业,141
120,,2020-03-30,001594,天弘中证银行指数A,买入,1.1867,482.97,573.14,0.0,0.0,0.0,0.58,螺丝钉父,A 股,行业股,中证银行,146
121,,2020-03-30,161725,招商中证白酒指数,初始化,0.8711,38.25,33.32,0.0,0.0,0.0,0.03,螺丝钉父,A 股,行业股,全指消费,148
122,,2020-03-16,501021,华宝香港中小,买入,1.3463,952.26,1282.05,0.0,0.0,0.0,1.27,螺丝钉父,海外新兴,香港,香港中小,213
123,,2020-03-30,006327,易方达中概互联50ETF联接人民币A,买入,1.1657,353.32,411.88,0.0,0.0,0.0,0.5,螺丝钉父,海外新兴,海外互联,海外互联网,221
124,,2020-03-30,164906,交银中证海外中国互联网指数,买入,1.2201,90.23,110.09,0.0,0.0,0.0,0.13,螺丝钉父,海外新兴,海外互联,海外互联网,221
125,,2020-03-16,040046,华安纳斯达克100指数,买入,2.2753,38.03,86.53,0.0,0.0,0.0,0.1,螺丝钉父,海外成熟,美国,纳斯达克,312
126,,2020-03-30,161128,易方达标普信息科技,买入,1.7366,47.5,82.49,0.0,0.0,0.0,0.1,螺丝钉父,海外成熟,美国,信息科技,315
127,1.0,2020-03-19,002147,长安鑫益增强混合C,卖出,1.2118,47862.0,57811.86,189.077,0.0,0.0,0.0,钉钉宝365,混合型,股债混合,偏债,412
128,2.0,2020-03-19,007749,民生加银鹏程混合C,卖出,1.0618,36337.6,38499.4,84.235,0.0,0.0,0.0,钉钉宝365,混合型,股债混合,偏债,412
129,3.0,2020-03-19,485011,工银双利债券B,卖出,1.5536,12644.87,19644.58,0.633,0.0,0.0,0.0,钉钉宝365,混合型,股债混合,偏债,412
130,4.0,2020-03-19,006060,鹏扬泓利债券C,卖出,1.0843,18000.52,19508.89,8.958,0.0,0.0,0.0,钉钉宝365,混合型,股债混合,偏债,412
131,5.0,2020-03-19,001338,安信稳健增值混合C,卖出,1.3439,14459.61,19419.39,12.589,0.0,0.0,0.0,钉钉宝365,混合型,股债混合,偏债,412
132,,2020-03-05,002147,长安鑫益增强混合C,初始化,1.2174,1588.12,1933.38,0.0,0.0,0.0,0.0,钉钉宝365母,混合型,股债混合,偏债,412
133,,2020-03-05,006060,鹏扬泓利债券C,初始化,1.1024,876.9,966.69,0.0,0.0,0.0,0.0,钉钉宝365母,混合型,股债混合,偏债,412
134,,2020-03-05,007749,民生加银鹏程混合C,初始化,1.0941,883.55,966.69,0.0,0.0,0.0,0.0,钉钉宝365母,混合型,股债混合,偏债,412
135,,2020-03-05,485011,工银双利债券B,初始化,1.586,304.75,483.34,0.0,0.0,0.0,0.0,钉钉宝365母,混合型,股债混合,偏债,412
136,,2020-03-05,001338,安信稳健增值混合C,初始化,1.3602,355.34,483.34,0.0,0.0,0.0,0.0,钉钉宝365母,混合型,股债混合,偏债,412
137,,2020-03-03,002147,长安鑫益增强混合C,买入,1.2153,274071.1,333087.53,0.0,0.0,0.0,0.0,钉钉宝365父,混合型,股债混合,偏债,412
138,,2020-03-16,007749,民生加银鹏程混合C,买入,1.0896,154864.26,168737.48,0.0,0.0,0.0,0.0,钉钉宝365父,混合型,股债混合,偏债,412
139,,2020-03-16,006060,鹏扬泓利债券C,买入,1.0967,153211.84,168034.37,0.0,0.0,0.0,0.0,钉钉宝365父,混合型,股债混合,偏债,412
140,,2020-03-16,485011,工银双利债券B,买入,1.5759,53422.76,84186.69,0.0,0.0,0.0,0.0,钉钉宝365父,混合型,股债混合,偏债,412
141,,2020-03-16,001338,安信稳健增值混合C,买入,1.3555,61673.29,83599.14,0.0,0.0,0.0,0.0,钉钉宝365父,混合型,股债混合,偏债,412
